sample_id_a,sample_id_b,distance,evidence
uiis_train_003896,uiis_train_003935,0,phash_le_2
uiis_train_003912,uiis_val_000631,0,phash_le_2
uiis_train_003926,uiis_val_000649,0,phash_le_2
uiis_train_003932,uiis_val_000663,0,phash_le_2
uiis_val_000004,uiis_val_000270,0,phash_le_2
uiis_val_000121,uiis_val_000530,2,phash_le_2
uiis_val_000146,uiis_val_000423,0,phash_le_2
uiis_val_000223,uiis_val_000425,0,phash_le_2
uiis_val_000242,uiis_val_000426,0,phash_le_2
uiis_val_000246,uiis_val_000438,0,phash_le_2
uiis_val_000259,uiis_val_000417,0,phash_le_2
uiis_val_000279,uiis_val_000516,0,phash_le_2
uiis_val_000284,uiis_val_000320,0,phash_le_2
uiis_val_000286,uiis_val_000488,0,phash_le_2
uiis_val_000301,uiis_val_000580,0,phash_le_2
uiis_val_000318,uiis_val_000513,0,phash_le_2
uiis_val_000322,uiis_val_000592,0,phash_le_2
uiis_val_000333,uiis_val_000577,0,phash_le_2
uiis_val_000351,uiis_val_000512,0,phash_le_2
uiis_val_000353,uiis_val_000418,0,phash_le_2
uiis_val_000377,uiis_val_000528,0,phash_le_2
uiis_val_000564,uiis_val_000565,0,phash_le_2
uiis_val_000595,uiis_val_000639,0,phash_le_2
uiis_val_000654,uiis_val_000684,0,phash_le_2
